Problem Name, Problem Link {http://community.topcoder.com/stat?c=problem_statement&pm=}, Contest Name, Contest Link = {http://community.topcoder.com/stat?c=round_overview&rd=}, tags, solvedCount
PotentialGeometricSequence,13390,SRM 632 - TCO14 Wildcard Sweep,16075,[Brute Force, Simple Math],471
RunningAroundPark,13391,SRM 632 - TCO14 Wildcard Sweep,16075,[Simulation],726
CatsOnTheLineDiv1,13279,SRM 631,16062,[Brute Force, Greedy],122
CatsOnTheLineDiv2,13392,SRM 631,16062,[Brute Force, Greedy],199
TaroCoins,12856,SRM 631,16062,[Brute Force, Dynamic Programming],25
TaroGrid,13394,SRM 631,16062,[Brute Force, Simple Search, Iteration],709
TaroJiroGrid,13393,SRM 631,16062,[Brute Force],488
TaroTreeRequests,13298,SRM 631,16062,[Brute Force, Simulation],7
DoubleLetter,13378,SRM 630,16061,[Greedy],593
Egalitarianism3,13284,SRM 630,16061,[Math],192
Egalitarianism3Easy,13376,SRM 630,16061,[Brute Force],157
NeverAskHerAge,13297,SRM 630,16061,[Graph Theory, Math],0
SuffixArrayDiv1,13377,SRM 630,16061,[Math],92
SuffixArrayDiv2,13287,SRM 630,16061,[Math],22
CandyAddict,13345,SRM 629,16060,[Simple Math, Simulation],0
CandyCollection,13339,SRM 629,16060,[Dynamic Programming, Graph Theory],48
CandyDrawing,13338,SRM 629,16060,[Dynamic Programming, Math],4
CandyMaking,13340,SRM 629,16060,[Simple Math],266
RectangleCovering,13344,SRM 629,16060,[Greedy],315
RectangleCoveringEasy,13363,SRM 629,16060,[Brute Force],563
IntoTheMatrix,13066,TCO14 Parallel Round 3B,16059,[Math],3
IntoTheMatrix,13066,TCO14 Round 3B,16058,[Math],67
OnePointNineNine,13368,TCO14 Parallel Round 3B,16059,[Dynamic Programming, Geometry, Graph Theory, Math],1
OnePointNineNine,13368,TCO14 Round 3B,16058,[Dynamic Programming, Geometry, Graph Theory, Math],4
TreeDistance,13369,TCO14 Parallel Round 3B,16059,[Dynamic Programming, Graph Theory, Math],0
TreeDistance,13369,TCO14 Round 3B,16058,[Dynamic Programming, Graph Theory, Math],4
BrightLamps,13343,TCO14 Round 3A,16050,[Math],73
PlumbersCoins,11897,TCO14 Round 3A,16050,[Brute Force, Simulation],3
RandomFlights,13342,TCO14 Round 3A,16050,[Dynamic Programming, Graph Theory, Math],27
BishopMove,13280,SRM 628,16009,[Simple Math],627
BracketExpressions,13243,SRM 628,16009,[String Parsing],210
CircuitsConstruction,13237,SRM 628,16009,[Greedy, Recursion],293
DivisorsPower,13241,SRM 628,16009,[Simple Math, Simple Search, Iteration],309
DoraemonPuzzleGame,13283,SRM 628,16009,[Dynamic Programming, Math],32
InvariantSets,13242,SRM 628,16009,[Graph Theory, Recursion, Simple Math],6
BubbleSortWithReversals,13256,SRM 627,16008,[Dynamic Programming],18
GraphInversions,13275,SRM 627,16008,[Graph Theory],192
HappyLetterDiv1,13274,SRM 627,16008,[Simple Math],447
HappyLetterDiv2,13245,SRM 627,16008,[Simple Math],612
LaserTowersDiv1,13213,SRM 627,16008,[Graph Theory],7
ManySquares,13277,SRM 627,16008,[Geometry, Simple Math],849
CliqueGraph,13251,TCO14 Parallel Round 2C,16017,[Graph Theory],16
CliqueGraph,13251,TCO14 Round 2C,16016,[Graph Theory],141
InverseRMQ,13235,TCO14 Parallel Round 2C,16017,[Math],8
InverseRMQ,13235,TCO14 Round 2C,16016,[Math],34
SubstringReversal,12516,TCO14 Parallel Round 2C,16017,[Greedy, Simple Search, Iteration, String Manipulation],15
SubstringReversal,12516,TCO14 Round 2C,16016,[Greedy, Simple Search, Iteration, String Manipulation],478
FixedDiceGameDiv1,13239,SRM 626,15859,[Advanced Math, Dynamic Programming],402
FixedDiceGameDiv2,13240,SRM 626,15859,[Math],793
NegativeGraphDiv1,13218,SRM 626,15859,[Dynamic Programming, Graph Theory],60
NegativeGraphDiv2,13247,SRM 626,15859,[Graph Theory],14
ReflectiveRectangle,13217,SRM 626,15859,[Geometry, Math],51
SumOfPower,13230,SRM 626,15859,[Brute Force],922
AddMultiply,13231,SRM 625,15858,[Simple Math],721
BlockTheBlockPuzzle,12551,SRM 625,15858,[Graph Theory, Search],99
ConundrumReloaded,11844,SRM 625,15858,[Simple Search, Iteration, Simulation],33
IncrementingSequence,12107,SRM 625,15858,[Greedy, Sorting],424
PalindromePermutations,11856,SRM 625,15858,[Math],489
Seatfriends,12909,SRM 625,15858,[Dynamic Programming],16
BuildingHeights,13211,SRM 624,15857,[Greedy, Search, Simple Math, Sorting],699
BuildingHeightsEasy,13215,SRM 624,15857,[Greedy, Sorting],682
CostOfDancing,13195,SRM 624,15857,[Graph Theory, Greedy, Sorting],917
DrivingPlans,13197,SRM 624,15857,[Advanced Math, Graph Theory, Math],213
GameOfSegments,13204,SRM 624,15857,[Advanced Math, Dynamic Programming, Geometry],8
TreeColoring,13206,SRM 624,15857,[Dynamic Programming, Graph Theory, Recursion, Search],7
AlwaysDefined,13060,TCO14 Parallel Round 2B,15997,[Search, Simple Math],1
AlwaysDefined,13060,TCO14 Round 2B,15996,[Search, Simple Math],11
SumAndProductPuzzle,13205,TCO14 Parallel Round 2B,15997,[Math, Simple Search, Iteration],7
SumAndProductPuzzle,13205,TCO14 Round 2B,15996,[Math, Simple Search, Iteration],88
SwitchingGame,13110,TCO14 Parallel Round 2B,15997,[Greedy],16
SwitchingGame,13110,TCO14 Round 2B,15996,[Greedy],746
AliceAndFriends,12934,SRM 623,15856,[Brute Force],0
ApplesAndPears,12935,SRM 623,15856,[Brute Force],11
CatAndRat,12932,SRM 623,15856,[Simple Math],315
CatchTheBeat,12807,SRM 623,15856,[Dynamic Programming, Geometry],69
CatchTheBeatEasy,13208,SRM 623,15856,[Brute Force],282
UniformBoard,13209,SRM 623,15856,[Brute Force],344
BoxesDiv2,13192,SRM 622,15855,[Greedy],306
BuildingRoutes,13193,SRM 622,15855,[Dynamic Programming, Graph Theory],301
Ethernet,13186,SRM 622,15855,[Dynamic Programming],108
FibonacciDiv2,13159,SRM 622,15855,[Brute Force, Dynamic Programming],552
FibonacciXor,13155,SRM 622,15855,[Advanced Math, Dynamic Programming],47
Subsets,10554,SRM 622,15855,[Simple Math],11
MixingColors,10409,SRM 621,15854,[Advanced Math],13
NumbersChallenge,13166,SRM 621,15854,[Brute Force, Dynamic Programming, Math],531
RadioRange,13187,SRM 621,15854,[Geometry, Simple Math, Sorting],509
StringsNightmareAgain,12916,SRM 621,15854,[String Manipulation],21
TreesAnalysis,13086,SRM 621,15854,[Dynamic Programming, Graph Theory],137
TwoWaysSorting,11084,SRM 621,15854,[Sorting, String Manipulation],854
NarrowPassage,13184,TCO14 Round 2A,15978,[Math],103
SixteenBricks,13174,TCO14 Round 2A,15978,[Dynamic Programming, Greedy],770
TreePuzzle,13185,TCO14 Round 2A,15978,[Graph Theory],6
CandidatesSelection,13144,SRM 620,15853,[Greedy],127
CandidatesSelectionEasy,13160,SRM 620,15853,[Brute Force],894
PairGame,13142,SRM 620,15853,[Search, Simulation],723
PairGameEasy,13161,SRM 620,15853,[Brute Force],685
PerfectSquare,13145,SRM 620,15853,[Advanced Math],31
RandomGraph,13143,SRM 620,15853,[Dynamic Programming],5
ChooseTheBestOne,13146,SRM 619,15852,[Dynamic Programming],234
EmployManager,13116,SRM 619,15852,[Greedy],24
GoodCompanyDivOne,13114,SRM 619,15852,[Dynamic Programming, Graph Theory],57
GoodCompanyDivTwo,13112,SRM 619,15852,[Brute Force],526
SimilarSequencesAnother,12742,SRM 619,15852,[Dynamic Programming],0
SplitStoneGame,13113,SRM 619,15852,[Dynamic Programming],504
FizzBuzzTurbo,13062,TCO14 Round 1C,15958,[Simple Math, Simple Search, Iteration],1181
RedPaint,13063,TCO14 Round 1C,15958,[Dynamic Programming, Simple Search, Iteration, Simulation],229
Unique,13067,TCO14 Round 1C,15958,[Brute Force, String Manipulation],1472
Family,10541,SRM 618,15851,[Graph Theory],412
LongWordsDiv1,13111,SRM 618,15851,[Advanced Math, Dynamic Programming, Graph Theory],131
LongWordsDiv2,13147,SRM 618,15851,[Simple Search, Iteration, String Manipulation],407
MovingRooksDiv1,13064,SRM 618,15851,[Advanced Math, Dynamic Programming],15
MovingRooksDiv2,13065,SRM 618,15851,[Advanced Math, Dynamic Programming, Graph Theory, Simulation],96
WritingWords,13072,SRM 618,15851,[Brute Force, Simulation],709
EagleInZoo,13117,TCO14 Round 1B,15950,[Dynamic Programming, Graph Theory],54
SpamChecker,13119,TCO14 Round 1B,15950,[Simulation],1906
WolvesAndSheep,13118,TCO14 Round 1B,15950,[Brute Force, Greedy],302
EllysLamps,11906,TCO14 Round 1A,15942,[Dynamic Programming],108
EllysScrabble,12974,TCO14 Round 1A,15942,[Dynamic Programming, Graph Theory, Greedy],1041
EllysSortingTrimmer,12971,TCO14 Round 1A,15942,[Sorting, String Manipulation],1916
ColorfulCoins,13061,SRM 616,15849,[Greedy, Math],74
ColorfulCoinsEasy,13094,SRM 616,15849,[Greedy, Simple Math, Simple Search, Iteration],488
ThreeLLogo,13059,SRM 616,15849,[Dynamic Programming],2
TwoLLogo,13069,SRM 616,15849,[Brute Force, Dynamic Programming],6
WakingUp,13124,SRM 616,15849,[Simple Math, Simulation],363
WakingUpEasy,13125,SRM 616,15849,[Simulation],1027
AlternativePiles,13092,SRM 615,15848,[Dynamic Programming, Greedy, Simple Math],106
AmebaDiv1,13088,SRM 615,15848,[Search, Simulation],643
AmebaDiv2,13089,SRM 615,15848,[Simulation],835
LongLongTripDiv1,13090,SRM 615,15848,[Graph Theory, Math],17
LongLongTripDiv2,13091,SRM 615,15848,[Simple Math],556
MergeStrings,13095,SRM 615,15848,[Dynamic Programming],37
CycleColoring,13013,SRM 614,15847,[Dynamic Programming, Graph Theory, Math],66
MicroStrings,13048,SRM 614,15847,[Brute Force, Simulation],1081
MinimumSquare,12976,SRM 614,15847,[Search],362
MinimumSquareEasy,12982,SRM 614,15847,[Simple Search, Iteration],318
TorusSailing,12984,SRM 614,15847,[Dynamic Programming, Math],11
TorusSailingEasy,13085,SRM 614,15847,[Math],37
RandomGCD,13016,SRM 613,15846,[Dynamic Programming, Math],41
TaroCards,13015,SRM 613,15846,[Dynamic Programming],19
TaroCheckers,12996,SRM 613,15846,[Brute Force, Math],9
TaroFriends,13005,SRM 613,15846,[Brute Force],136
TaroString,13006,SRM 613,15846,[String Manipulation],750
EmoticonsDiv1,10543,SRM 612,15845,[Dynamic Programming],297
EmoticonsDiv2,13041,SRM 612,15845,[Dynamic Programming, Graph Theory, Greedy],342
LeftAndRightHandedDiv1,13037,SRM 612,15845,[Simulation, Sorting],21
LeftAndRightHandedDiv2,13043,SRM 612,15845,[Greedy, Simple Search, Iteration],614
PowersOfTwo,13042,SRM 612,15845,[Greedy, Math],3
SpecialCells,12354,SRM 612,15845,[Graph Theory],81
Egalitarianism2,13008,SRM 611,15844,[Graph Theory, Math],29
ElephantDrinking,13009,SRM 611,15844,[Dynamic Programming],1
ElephantDrinkingEasy,13039,SRM 611,15844,[Brute Force],17
InterestingNumber,13038,SRM 611,15844,[Brute Force],437
LCMSet,12918,SRM 611,15844,[Math],316
LCMSetEasy,13040,SRM 611,15844,[Math],169
AlbertoTheAviator,13024,SRM 610,15843,[Dynamic Programming, Greedy],137
DivideByZero,12911,SRM 610,15843,[Brute Force, Simple Math],441
MiningGoldEasy,12931,SRM 610,15843,[Dynamic Programming],3
MiningGoldHard,12930,SRM 610,15843,[Dynamic Programming],6
TheMatrix,13035,SRM 610,15843,[Brute Force],95
LotteryTree,12985,SRM 609,15842,[Brute Force, Math],3
MagicalStringDiv1,13003,SRM 609,15842,[Greedy, Simple Search, Iteration],730
MagicalStringDiv2,13004,SRM 609,15842,[Simple Search, Iteration],1164
PackingBallsDiv1,12994,SRM 609,15842,[Brute Force, Search, Simple Math],401
PackingBallsDiv2,12995,SRM 609,15842,[Brute Force, Simple Search, Iteration],378
VocaloidsAndSongs,12989,SRM 609,15842,[Dynamic Programming, Simple Math],162
BigO,13001,SRM 608,15841,[Dynamic Programming, Graph Theory],59
BigOEasy,13002,SRM 608,15841,[Graph Theory],70
MysticAndCandies,12997,SRM 608,15841,[Math],366
MysticAndCandiesEasy,12998,SRM 608,15841,[Math],680
OneDimensionalRobot,12999,SRM 608,15841,[Math],16
OneDimensionalRobotEasy,13000,SRM 608,15841,[Simulation],1120
BoundingBox,12990,SRM 607,15840,[Simple Search, Iteration],974
CombinationLockDiv1,12968,SRM 607,15840,[Dynamic Programming],30
CombinationLockDiv2,12969,SRM 607,15840,[Dynamic Programming],3
PalindromicSubstringsDiv1,12964,SRM 607,15840,[Dynamic Programming, Math],402
PalindromicSubstringsDiv2,12967,SRM 607,15840,[Dynamic Programming],281
PulleyTautLine,12965,SRM 607,15840,[Geometry, Math],0
EllysCandyGame,12394,SRM 606,15839,[Brute Force, Recursion, Search],39
EllysNumberGuessing,12975,SRM 606,15839,[Brute Force, Simple Search, Iteration],202
EllysPairing,11036,SRM 606,15839,[Search],117
EllysSubstringSorter,12977,SRM 606,15839,[Brute Force, Sorting, String Manipulation],357
Subcube,12979,SRM 606,15839,[Geometry, Search],2
AlienAndGame,12821,SRM 605,15838,[Brute Force, Greedy, Simple Search, Iteration],310
AlienAndHamburgers,12948,SRM 605,15838,[Brute Force, Greedy, Sorting],439
AlienAndPassword,12950,SRM 605,15838,[Brute Force, String Manipulation],946
AlienAndPermutation,12949,SRM 605,15838,[Dynamic Programming],6
AlienAndSetDiv1,12980,SRM 605,15838,[Dynamic Programming],84
AlienAndSetDiv2,12954,SRM 605,15838,[Dynamic Programming],0
FamilyCrest,12921,SRM 604,15837,[Geometry],9
FoxAndWord,12953,SRM 604,15837,[Simple Search, Iteration, String Manipulation],976
FoxConnection,12919,SRM 604,15837,[Dynamic Programming],20
FoxConnection2,12951,SRM 604,15837,[Dynamic Programming],7
PowerOfThree,12917,SRM 604,15837,[Math],494
PowerOfThreeEasy,12952,SRM 604,15837,[Math],560
GraphWalkWithProbabilities,12908,SRM 603,15836,[Brute Force],5
MaxMinTreeGame,12946,SRM 603,15836,[Brute Force],421
MiddleCode,12940,SRM 603,15836,[Brute Force],781
PairsOfStrings,12788,SRM 603,15836,[Dynamic Programming, Math],103
SplitIntoPairs,12939,SRM 603,15836,[Brute Force],350
SumOfArrays,12910,SRM 603,15836,[Brute Force],4
BlackBoxDiv1,12923,SRM 602,15820,[Math],1
BlackBoxDiv2,12929,SRM 602,15820,[Math],5
PilingRectsDiv1,12926,SRM 602,15820,[Greedy, Sorting],35
PilingRectsDiv2,12928,SRM 602,15820,[Greedy, Search],237
TypoCoderDiv1,12924,SRM 602,15820,[Dynamic Programming],577
TypoCoderDiv2,12927,SRM 602,15820,[Simulation],1144
WinterAndCandies,12859,SRM 601,15713,[Brute Force],672
WinterAndMandarins,12858,SRM 601,15713,[Brute Force, Greedy],786
WinterAndPresents,12860,SRM 601,15713,[Brute Force],590
WinterAndReindeers,12872,SRM 601,15713,[Brute Force, Dynamic Programming],10
WinterAndShopping,12865,SRM 601,15713,[Dynamic Programming],10
WinterAndSnowmen,12891,SRM 601,15713,[Dynamic Programming],55
LotsOfLines,12789,SRM 600,15712,[Geometry, Math],9
ORSolitaire,12888,SRM 600,15712,[Greedy],884
ORSolitaireDiv2,12890,SRM 600,15712,[Brute Force, Greedy],310
PalindromeMatrix,12875,SRM 600,15712,[Brute Force, Dynamic Programming],109
PalindromeMatrixDiv2,12876,SRM 600,15712,[Brute Force],10
TheShuttles,12824,SRM 600,15712,[Simple Search, Iteration],761
BigFatInteger,12867,SRM 599,15711,[Math],462
BigFatInteger2,12870,SRM 599,15711,[Math],155
FindPolygons,12842,SRM 599,15711,[Brute Force, Geometry, Search, Simple Math],23
MiniatureDachshund,12869,SRM 599,15711,[Greedy],1104
SimilarNames,12868,SRM 599,15711,[Dynamic Programming, Graph Theory, String Manipulation],1
SimilarNames2,12871,SRM 599,15711,[Dynamic Programming, Graph Theory, String Manipulation],39
BinPacking,12861,SRM 598,15710,[Brute Force, Greedy],261
BinPackingEasy,12862,SRM 598,15710,[Greedy],444
ErasingCharacters,12863,SRM 598,15710,[Simulation],643
FoxAndFencing,12864,SRM 598,15710,[Greedy, Math],141
FoxAndFencingEasy,12414,SRM 598,15710,[Greedy, Math],186
TPS,12726,SRM 598,15710,[Dynamic Programming],28
ConvexPolygonGame,12785,SRM 597,15709,[Geometry, Simple Search, Iteration],19
LittleElephantAndBoard,12703,SRM 597,15709,[Dynamic Programming, Math],8
LittleElephantAndDouble,12117,SRM 597,15709,[Greedy, Simple Search, Iteration],611
LittleElephantAndString,12854,SRM 597,15709,[Brute Force],126
LittleElephantAndSubset,12761,SRM 597,15709,[Brute Force, Dynamic Programming],10
PackingSquares,12747,TCO13 Championship Round,15814,[Greedy],6
ScoringSystems,12830,TCO13 Championship Round,15814,[Dynamic Programming],6
TBlocks,12817,TCO13 Championship Round,15814,[Brute Force, Graph Theory],1
GameWithTree,12786,TCO13 Semifinal 1,15808,[Dynamic Programming, Graph Theory],1
GoodNumbers,12816,TCO13 Semifinal 2,15809,[Math],10
JumpingOnTheGrid,12828,TCO13 Semifinal 2,15809,[Dynamic Programming, Simulation],1
ModuloCounters,12829,TCO13 Wildcard Round,15812,[Math],2
OneBlack,12844,TCO13 Semifinal 2,15809,[Dynamic Programming, Graph Theory],0
RabbitsAndCakes,12787,TCO13 Semifinal 1,15808,[Math],8
SemiMultiple,12818,TCO13 Wildcard Round,15812,[Dynamic Programming, Simple Math],1
TheFourSquares,12705,TCO13 Wildcard Round,15812,[Math],4
TheGameDAG,12612,TCO13 Semifinal 1,15808,[Brute Force, Graph Theory, Math],4
BitwiseAnd,12792,SRM 596,15708,[Graph Theory, Greedy],194
ColorfulRoad,12837,SRM 596,15708,[Brute Force, Dynamic Programming, Graph Theory],616
FoxAndSightseeing,12836,SRM 596,15708,[Simple Search, Iteration],916
IncrementAndDoubling,12790,SRM 596,15708,[Dynamic Programming, Simple Math],654
SparseFactorial,12739,SRM 596,15708,[Math],3
SparseFactorialDiv2,12838,SRM 596,15708,[Math],29
Constellation,12805,SRM 595,15707,[Geometry],15
LittleElephantAndBallsAgain,12794,SRM 595,15707,[Brute Force],340
LittleElephantAndIntervalsDiv1,12822,SRM 595,15707,[Brute Force],310
